nroErrores;Error;GÉNERO;AÑO;GRADO;GRUPO;FECHA DE NACIMIENTO;EDAD;NIVEL;CATEGORÍA;UNIDAD ACADÉMICA;SEDE;PROGRAMA EDUCATIVO;NACIONALIDAD;ESTADO DE NACIMIENTO;LENGUA INDÍGENA;Núm. ALUMNOS
743;Error en formato de fecha;M;2020           ;13             ;               ;1990/12/12;29             ;MAESTRÍA    ;COMPLETO      ;DIRECCIÓN DE CENTROS REGIO;CHIAPAS ;MAESTRÍA EN CIENCIAS ;MEXICANA;CHIAPAS        ;             ;1              
744;Error en formato de fecha;M;2020           ;13             ;               ;1995/03/29;25             ;MAESTRÍA    ;COMPLETO      ;DIVISIÓN DE CIENCIAS ECONÓ;CHAPINGO;MAESTRÍA EN CIENCIAS ;MEXICANA;GUERRERO       ;TLAPANECO    ;1              
745;Error en formato de fecha;M;2020           ;13             ;               ;1994/11/15;26             ;MAESTRÍA    ;COMPLETO      ;DIVISIÓN DE CIENCIAS ECONÓ;CHAPINGO;MAESTRÍA EN CIENCIAS ;MEXICANA;PUEBLA         ;             ;1              
746;Error en formato de fecha;M;2020           ;13             ;               ;1996/07/30;24             ;MAESTRÍA    ;COMPLETO      ;DIVISIÓN DE CIENCIAS ECONÓ;CHAPINGO;MAESTRÍA EN CIENCIAS ;MEXICANA;MÉXICO         ;             ;1              
747;Error en formato de fecha;M;2020           ;13             ;               ;1992/09/12;28             ;MAESTRÍA    ;COMPLETO      ;CIESTAAM                  ;CHAPINGO;MAESTRÍA EN CIENCIAS ;MEXICANA;CDMX           ;             ;1              
748;Error en formato de fecha;H;2020           ;13             ;               ;1994/10/24;26             ;MAESTRÍA    ;COMPLETO      ;DEIS EN IRRIGACIÓN        ;CHAPINGO;MAESTRÍA EN INGENIERÍ;MEXICANA;PUEBLA         ;             ;1              
749;Error en formato de fecha;H;2020           ;13             ;               ;1967/08/07;53             ;MAESTRÍA    ;COMPLETO      ;DIRECCIÓN DE CENTROS REGIO;CRUCO   ;MAESTRÍA EN CIENCIAS ;MEXICANA;MICHOACÁN      ;             ;1              
750;Error en formato de fecha;M;2020           ;13             ;               ;1986/07/28;34             ;MAESTRÍA    ;COMPLETO      ;DEIS EN SOCIOLOGÍA RURAL  ;CHAPINGO;MAESTRÍA EN CIENCIAS ;MEXICANA;MÉXICO         ;             ;1              
751;Error en formato de fecha;M;2020           ;13             ;               ;1986/07/10;34             ;MAESTRÍA    ;COMPLETO      ;DIRECCIÓN DE CENTROS REGIO;CHAPINGO;MAESTRÍA EN CIENCIAS ;MEXICANA;TLAXCALA       ;             ;1              
752;Error en formato de fecha;H;2020           ;13             ;               ;1993/05/28;27             ;MAESTRÍA    ;COMPLETO      ;DIVISIÓN DE CIENCIAS FORES;CHAPINGO;MAESTRÍA EN CIENCIAS ;MEXICANA;VERACRUZ       ;             ;1              
753;Error en formato de fecha;M;2020           ;13             ;               ;1995/12/22;24             ;MAESTRÍA    ;COMPLETO      ;DIRECCIÓN DE CENTROS REGIO;CHAPINGO;MAESTRÍA EN CIENCIAS ;MEXICANA;MÉXICO         ;             ;1              
754;Error en formato de fecha;M;2020           ;13             ;               ;1989/10/11;31             ;MAESTRÍA    ;COMPLETO      ;DEIS EN SOCIOLOGÍA RURAL  ;CHAPINGO;MAESTRÍA EN CIENCIAS ;MEXICANA;SONORA         ;             ;1              
755;Error en formato de fecha;M;2020           ;13             ;               ;1995/08/11;25             ;MAESTRÍA    ;COMPLETO      ;DEIS EN INGENIERÍA AGROIND;CHAPINGO;MAESTRÍA EN CIENCIA Y;MEXICANA;TLAXCALA       ;             ;1              
756;Error en formato de fecha;H;2020           ;13             ;               ;1979/02/27;41             ;MAESTRÍA    ;COMPLETO      ;DIRECCIÓN DE CENTROS REGIO;CHIAPAS ;MAESTRÍA EN CIENCIAS ;MEXICANA;CHIAPAS        ;             ;1              
757;Error en formato de fecha;H;2020           ;13             ;               ;1991/03/07;29             ;MAESTRÍA    ;COMPLETO      ;DIVISIÓN DE CIENCIAS FORES;CHAPINGO;MAESTRÍA EN CIENCIAS ;MEXICANA;PUEBLA         ;NÁHUATL      ;1              
758;Error en formato de fecha;M;2020           ;13             ;               ;1977/08/03;43             ;MAESTRÍA    ;COMPLETO      ;DIRECCIÓN DE CENTROS REGIO;CRUCO   ;MAESTRÍA EN CIENCIAS ;MEXICANA;MICHOACÁN      ;             ;1              
759;Error en formato de fecha;H;2020           ;13             ;               ;1967/03/03;53             ;MAESTRÍA    ;COMPLETO      ;DEIS EN IRRIGACIÓN        ;CHAPINGO;MAESTRÍA EN INGENIERÍ;MEXICANA;CDMX           ;             ;1              
760;Error en formato de fecha;M;2020           ;13             ;               ;1995/04/06;25             ;MAESTRÍA    ;COMPLETO      ;CIESTAAM                  ;CHAPINGO;MAESTRÍA EN CIENCIAS ;MEXICANA;MÉXICO         ;             ;1              
761;Error en formato de fecha;H;2020           ;13             ;               ;1993/06/04;27             ;MAESTRÍA    ;COMPLETO      ;DIRECCIÓN DE CENTROS REGIO;CHAPINGO;MAESTRÍA EN CIENCIAS ;MEXICANA;CDMX           ;             ;1              
762;Error en formato de fecha;H;2020           ;13             ;               ;1988/08/01;32             ;MAESTRÍA    ;COMPLETO      ;CIESTAAM                  ;CHAPINGO;MAESTRÍA EN CIENCIAS ;MEXICANA;MÉXICO         ;             ;1              
763;Error en formato de fecha;H;2020           ;13             ;               ;1971/06/23;49             ;MAESTRÍA    ;COMPLETO      ;DIRECCIÓN DE CENTROS REGIO;CHAPINGO;MAESTRÍA EN CIENCIAS ;MEXICANA;OAXACA         ;             ;1              
764;Error en formato de fecha;M;2020           ;13             ;               ;1995/09/29;25             ;MAESTRÍA    ;COMPLETO      ;CIESTAAM                  ;CHAPINGO;MAESTRÍA EN CIENCIAS ;MEXICANA;MÉXICO         ;             ;1              
765;Error en formato de fecha;H;2020           ;13             ;               ;1996/09/20;24             ;MAESTRÍA    ;COMPLETO      ;DEIS EN INGENIERÍA AGROIND;CHAPINGO;MAESTRÍA EN CIENCIA Y;MEXICANA;PUEBLA         ;             ;1              
766;Error en formato de fecha;H;2020           ;13             ;               ;1993/02/26;27             ;MAESTRÍA    ;COMPLETO      ;DIVISIÓN DE CIENCIAS ECONÓ;CHAPINGO;MAESTRÍA EN CIENCIAS ;MEXICANA;MÉXICO         ;             ;1              
767;Error en formato de fecha;H;2020           ;13             ;               ;1995/01/30;25             ;MAESTRÍA    ;COMPLETO      ;DEIS EN INGENIERÍA AGROIND;CHAPINGO;MAESTRÍA EN CIENCIA Y;COLOMBIA;EXTRANJERO     ;             ;1              
768;Error en formato de fecha;M;2020           ;13             ;               ;1994/05/20;26             ;MAESTRÍA    ;COMPLETO      ;DIVISIÓN DE CIENCIAS ECONÓ;CHAPINGO;MAESTRÍA EN CIENCIAS ;MEXICANA;OAXACA         ;MIXTECO      ;1              
769;Error en formato de fecha;M;2020           ;13             ;               ;1971/06/14;49             ;MAESTRÍA    ;COMPLETO      ;DIRECCIÓN DE CENTROS REGIO;CHAPINGO;MAESTRÍA EN CIENCIAS ;MEXICANA;VERACRUZ       ;             ;1              
770;Error en formato de fecha;M;2020           ;13             ;               ;1992/03/12;28             ;MAESTRÍA    ;COMPLETO      ;DIVISIÓN DE CIENCIAS FORES;CHAPINGO;MAESTRÍA EN CIENCIAS ;MEXICANA;GUERRERO       ;TLAPANECO    ;1              
771;Error en formato de fecha;M;2020           ;13             ;               ;1991/09/23;29             ;MAESTRÍA    ;COMPLETO      ;CIESTAAM                  ;CHAPINGO;MAESTRÍA EN CIENCIAS ;MEXICANA;SAN LUIS POTOSÍ;             ;1              
772;Error en formato de fecha;M;2020           ;13             ;               ;1989/02/13;31             ;MAESTRÍA    ;COMPLETO      ;DEIS EN INGENIERÍA AGROIND;CHAPINGO;MAESTRÍA EN CIENCIA Y;MEXICANA;MÉXICO         ;             ;1              
773;Error en formato de fecha;H;2020           ;13             ;               ;1976/06/04;44             ;MAESTRÍA    ;COMPLETO      ;DIRECCIÓN DE CENTROS REGIO;CHAPINGO;MAESTRÍA EN CIENCIAS ;MEXICANA;OAXACA         ;             ;1              
774;Error en formato de fecha;H;2020           ;13             ;               ;1964/02/25;56             ;MAESTRÍA    ;COMPLETO      ;DIRECCIÓN DE CENTROS REGIO;CHAPINGO;MAESTRÍA EN CIENCIAS ;MEXICANA;JALISCO        ;             ;1              
775;Error en formato de fecha;M;2020           ;13             ;               ;1991/05/06;29             ;MAESTRÍA    ;COMPLETO      ;DIRECCIÓN DE CENTROS REGIO;CHAPINGO;MAESTRÍA EN CIENCIAS ;MEXICANA;SAN LUIS POTOSÍ;             ;1              
776;Error en formato de fecha;M;2020           ;13             ;               ;1992/01/30;28             ;MAESTRÍA    ;COMPLETO      ;CIESTAAM                  ;CHAPINGO;MAESTRÍA EN CIENCIAS ;COLOMBIA;EXTRANJERO     ;             ;1              
777;Error en formato de fecha;M;2020           ;13             ;               ;1985/03/17;35             ;MAESTRÍA    ;COMPLETO      ;DEIS EN IRRIGACIÓN        ;CHAPINGO;MAESTRÍA EN INGENIERÍ;MEXICANA;CDMX           ;             ;1              
778;Error en formato de fecha;M;2020           ;13             ;               ;1991/07/14;29             ;MAESTRÍA    ;COMPLETO      ;DIRECCIÓN DE CENTROS REGIO;CHIAPAS ;MAESTRÍA EN CIENCIAS ;MEXICANA;CHIAPAS        ;TSOTSIL      ;1              
779;Error en formato de fecha;H;2020           ;13             ;               ;1996/07/05;24             ;MAESTRÍA    ;COMPLETO      ;DEIS EN SOCIOLOGÍA RURAL  ;CHAPINGO;MAESTRÍA EN CIENCIAS ;MEXICANA;GUANAJUATO     ;             ;1              
780;Error en formato de fecha;H;2020           ;13             ;               ;1993/02/26;27             ;MAESTRÍA    ;COMPLETO      ;DEIS EN INGENIERÍA AGROIND;CHAPINGO;MAESTRÍA EN CIENCIA Y;MEXICANA;PUEBLA         ;TOTONACO     ;1              
781;Error en formato de fecha;H;2020           ;13             ;               ;1993/09/14;27             ;MAESTRÍA    ;COMPLETO      ;DIRECCIÓN DE CENTROS REGIO;CHAPINGO;MAESTRÍA EN CIENCIAS ;NICARAGÜ;EXTRANJERO     ;             ;1              
782;Error en formato de fecha;M;2020           ;13             ;               ;1993/04/18;27             ;MAESTRÍA    ;COMPLETO      ;DIVISIÓN DE CIENCIAS FORES;CHAPINGO;MAESTRÍA EN CIENCIAS ;MEXICANA;MÉXICO         ;             ;1              
783;Error en formato de fecha;M;2020           ;13             ;               ;1994/09/03;26             ;MAESTRÍA    ;COMPLETO      ;DIVISIÓN DE CIENCIAS ECONÓ;CHAPINGO;MAESTRÍA EN CIENCIAS ;MEXICANA;OAXACA         ;ZAPOTECO     ;1              
784;Error en formato de fecha;H;2020           ;13             ;               ;1993/09/25;27             ;MAESTRÍA    ;COMPLETO      ;DEIS EN IRRIGACIÓN        ;CHAPINGO;MAESTRÍA EN INGENIERÍ;MEXICANA;MÉXICO         ;             ;1              
785;Error en formato de fecha;M;2020           ;13             ;               ;1990/07/28;30             ;MAESTRÍA    ;COMPLETO      ;DEIS EN SOCIOLOGÍA RURAL  ;CHAPINGO;MAESTRÍA EN CIENCIAS ;MEXICANA;MÉXICO         ;             ;1              
786;Error en formato de fecha;H;2020           ;13             ;               ;1987/11/12;33             ;MAESTRÍA    ;COMPLETO      ;DIVISIÓN DE CIENCIAS ECONÓ;CHAPINGO;MAESTRÍA EN CIENCIAS ;MEXICANA;CHIAPAS        ;             ;1              
787;Error en formato de fecha;M;2020           ;13             ;               ;1990/05/21;30             ;MAESTRÍA    ;COMPLETO      ;DIRECCIÓN DE CENTROS REGIO;CHIAPAS ;MAESTRÍA EN CIENCIAS ;MEXICANA;CHIAPAS        ;             ;1              
788;Error en formato de fecha;H;2020           ;13             ;               ;1990/11/23;30             ;MAESTRÍA    ;COMPLETO      ;DEIS EN FITOTECNIA        ;CHAPINGO;MAESTRÍA EN CIENCIAS ;NICARAGÜ;EXTRANJERO     ;             ;1              
789;Error en formato de fecha;H;2020           ;13             ;               ;1993/09/10;27             ;MAESTRÍA    ;COMPLETO      ;DEIS EN PARASITOLOGÍA AGRÍ;CHAPINGO;MAESTRÍA EN CIENCIAS ;COLOMBIA;EXTRANJERO     ;             ;1              
790;Error en formato de fecha;H;2020           ;13             ;               ;1995/01/04;25             ;MAESTRÍA    ;COMPLETO      ;DEIS EN FITOTECNIA        ;CHAPINGO;MAESTRÍA EN CIENCIAS ;MEXICANA;CDMX           ;             ;1              
791;Error en formato de fecha;M;2020           ;13             ;               ;1981/10/28;39             ;MAESTRÍA    ;COMPLETO      ;DEIS EN PARASITOLOGÍA AGRÍ;CHAPINGO;MAESTRÍA EN CIENCIAS ;MEXICANA;GUANAJUATO     ;             ;1              
792;Error en formato de fecha;M;2020           ;14             ;               ;1994/03/20;26             ;MAESTRÍA    ;COMPLETO      ;DEIS EN ZOOTECNIA         ;CHAPINGO;MAESTRÍA EN CIENCIAS ;MEXICANA;HIDALGO        ;             ;1              
793;Error en formato de fecha;H;2020           ;13             ;               ;1994/03/18;26             ;MAESTRÍA    ;COMPLETO      ;DEIS EN FITOTECNIA        ;CHAPINGO;MAESTRÍA EN CIENCIAS ;MEXICANA;YUCATÁN        ;MAYA         ;1              
794;Error en formato de fecha;H;2020           ;13             ;               ;1994/11/14;26             ;MAESTRÍA    ;COMPLETO      ;DEIS EN PARASITOLOGÍA AGRÍ;CHAPINGO;MAESTRÍA EN CIENCIAS ;MEXICANA;HIDALGO        ;             ;1              
795;Error en formato de fecha;H;2020           ;14             ;               ;1991/10/18;29             ;MAESTRÍA    ;COMPLETO      ;DEIS EN ZOOTECNIA         ;CHAPINGO;MAESTRÍA EN CIENCIAS ;MEXICANA;MÉXICO         ;             ;1              
796;Error en formato de fecha;H;2020           ;13             ;               ;1993/04/24;27             ;MAESTRÍA    ;COMPLETO      ;UNIDAD REGIONAL UNIVERSITA;URUZA   ;MAESTRÍA EN CIENCIAS ;MEXICANA;MÉXICO         ;             ;1              
797;Error en formato de fecha;H;2020           ;13             ;               ;1994/01/11;26             ;MAESTRÍA    ;COMPLETO      ;DIVISIÓN DE CIENCIAS FORES;CHAPINGO;MAESTRÍA EN CIENCIAS ;MEXICANA;CDMX           ;             ;1              
798;Error en formato de fecha;M;2020           ;13             ;               ;1989/09/21;31             ;MAESTRÍA    ;COMPLETO      ;DEIS EN SUELOS            ;CHAPINGO;MAESTRÍA EN CIENCIAS ;MEXICANA;VERACRUZ       ;             ;1              
799;Error en formato de fecha;H;2020           ;13             ;               ;1994/05/09;26             ;MAESTRÍA    ;COMPLETO      ;CIESTAAM                  ;CHAPINGO;MAESTRÍA EN ESTRATEGI;MEXICANA;PUEBLA         ;             ;1              
800;Error en formato de fecha;M;2020           ;13             ;               ;1994/09/04;26             ;MAESTRÍA    ;COMPLETO      ;DEIS EN FITOTECNIA        ;CHAPINGO;MAESTRÍA EN CIENCIAS ;MEXICANA;GUANAJUATO     ;             ;1              
801;Error en formato de fecha;M;2020           ;14             ;               ;1992/03/12;28             ;MAESTRÍA    ;COMPLETO      ;DEIS EN ZOOTECNIA         ;CHAPINGO;MAESTRÍA EN CIENCIAS ;MEXICANA;GUANAJUATO     ;             ;1              
802;Error en formato de fecha;H;2020           ;13             ;               ;1988/05/09;32             ;MAESTRÍA    ;COMPLETO      ;CIESTAAM                  ;CHAPINGO;MAESTRÍA EN ESTRATEGI;MEXICANA;CDMX           ;             ;1              
803;Error en formato de fecha;M;2020           ;13             ;               ;1991/09/21;29             ;MAESTRÍA    ;COMPLETO      ;DEIS EN PARASITOLOGÍA AGRÍ;CHAPINGO;MAESTRÍA EN CIENCIAS ;MEXICANA;MÉXICO         ;             ;1              
804;Error en formato de fecha;H;2020           ;13             ;               ;1993/08/22;27             ;MAESTRÍA    ;COMPLETO      ;UNIDAD REGIONAL UNIVERSITA;URUZA   ;MAESTRÍA EN CIENCIAS ;MEXICANA;DURANGO        ;             ;1              
805;Error en formato de fecha;M;2020           ;13             ;               ;1994/05/09;26             ;MAESTRÍA    ;COMPLETO      ;DEIS EN PARASITOLOGÍA AGRÍ;CHAPINGO;MAESTRÍA EN CIENCIAS ;COLOMBIA;EXTRANJERO     ;             ;1              
806;Error en formato de fecha;M;2020           ;13             ;               ;1992/05/03;28             ;MAESTRÍA    ;COMPLETO      ;DEIS EN FITOTECNIA        ;CHAPINGO;MAESTRÍA EN CIENCIAS ;COLOMBIA;EXTRANJERO     ;             ;1              
807;Error en formato de fecha;H;2020           ;13             ;               ;1995/04/14;25             ;MAESTRÍA    ;COMPLETO      ;UNIDAD REGIONAL UNIVERSITA;URUZA   ;MAESTRÍA EN CIENCIAS ;MEXICANA;DURANGO        ;             ;1              
808;Error en formato de fecha;H;2020           ;13             ;               ;1993/08/25;27             ;MAESTRÍA    ;COMPLETO      ;DEIS EN FITOTECNIA        ;CHAPINGO;MAESTRÍA EN CIENCIAS ;MEXICANA;VERACRUZ       ;             ;1              
809;Error en formato de fecha;H;2020           ;13             ;               ;1993/01/12;27             ;MAESTRÍA    ;COMPLETO      ;DEIS EN FITOTECNIA        ;CHAPINGO;MAESTRÍA EN CIENCIAS ;MEXICANA;CHIAPAS        ;             ;1              
810;Error en formato de fecha;M;2020           ;13             ;               ;1992/06/01;28             ;MAESTRÍA    ;COMPLETO      ;UNIDAD REGIONAL UNIVERSITA;URUZA   ;MAESTRÍA EN CIENCIAS ;MEXICANA;DURANGO        ;             ;1              
811;Error en formato de fecha;M;2020           ;13             ;               ;1983/02/28;37             ;MAESTRÍA    ;COMPLETO      ;CIESTAAM                  ;CHAPINGO;MAESTRÍA EN ESTRATEGI;MEXICANA;MÉXICO         ;             ;1              
